"brand","hardness"
"65Г","Твердость 65Г без термообработки , ГОСТ 14959/HB 10 -1 = 285 МПа;Твердость 65Г термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 241 МПа;Твердость 65Г после отжига , Лист толстый ГОСТ 1577-93/HB 10 -1 = 229 МПа"
"65ГА",""
"65С2ВА","Твердость 65С2ВА без термообработки , ГОСТ 14959-79/HB 10 -1 = 321 МПа;Твердость 65С2ВА термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 285 МПа"
"65С2ГВА","Твердость 65С2ГВА без термообработки , ГОСТ 14959-79/HB 10 -1 = 321 МПа;Твердость 65С2ГВА термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 285 МПа"
"68А",""
"68ГА",""
"6Г2АФ",""
"70","Твердость 70 без термообработки , ГОСТ 14959/HB 10 -1 = 269 МПа;Твердость 70 после отжига , Лист толстый ГОСТ 1577-93/HB 10 -1 = 229 МПа"
"70Г","Твердость 70Г без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 285 МПа;Твердость 70Г без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 241 МПа;Твердость 70Г после отжига , Лист толстый ГОСТ 1577-93/HB 10 -1 = 229 МПа"
"70Г2",""
"70С2ХА",""
"70С3А","Твердость 70С3А после отжига , ГОСТ 14959-79/HB 10 -1 = 269 МПа;Твердость 70С3А без термообработки , ГОСТ 14959/HB 10 -1 = 302 МПа"
"70ХГФА",""
"75","Твердость 75 без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 285 МПа;Твердость 75 термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 241 МПа"
"80","Твердость 80 без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 302 МПа;Твердость 80 термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 269 МПа"
"80С",""
"85","Твердость 85 без термообработки , Прокат ГОСТ 14959-79/HB 10 -1 = 302 МПа;Твердость 85 термообработанного , Прокат ГОСТ 14959-79/HB 10 -1 = 269 МПа"
"8Х4В9Ф2-Ш",""
"EI-643-VD",""
"SH",""
"SL",""
"SM",""
"А12","Твердость А12 , Прокат горячекатан. ГОСТ 1414-75/HB 10 -1 = 160 МПа;Твердость А12 , Прокат калиброван. нагартован. ГОСТ 1414-75/HB 10 -1 = 217 МПа"
"А15Х",""
"А20","Твердость А20 , Прокат горячекатан. ГОСТ 1414-75/HB 10 -1 = 168 МПа;Твердость А20 , Прокат калиброван. нагартован. ГОСТ 1414-75/HB 10 -1 = 217 МПа"
"А30","Твердость А30 , Прокат горячекатан. ГОСТ 1414-75/HB 10 -1 = 185 МПа;Твердость А30 , Прокат калиброван. нагартован. ГОСТ 1414-75/HB 10 -1 = 223 МПа"
"А35Е","Твердость А35Е горячекатанного ,/HB 10 -1 = 187 МПа;Твердость А35Е калиброванного нагартованного ,/HB 10 -1 = 229 МПа"
"А40ХЕ","Твердость А40ХЕ калиброванного нагартованного ,/HB 10 -1 = 269 МПа"
"А45Е","Твердость А45Е горячекатанного ,/HB 10 -1 = 241 МПа"
"АС11",""
"АС12ХН","Твердость АС12ХН нагартованного , ГОСТ 1414-75/HB 10 -1 = 269 МПа"
"АС14","Твердость АС14 , Прокат горячекатан. ГОСТ 1414-75/HB 10 -1 = 170 МПа;Твердость АС14 , Прокат калиброван. нагартован. ГОСТ 1414-75/HB 10 -1 = 207 МПа"
"АС14ХГН","Твердость АС14ХГН калиброванного нагартованного , ГОСТ 1414-75/HB 10 -1 = 269 МПа;Твердость АС14ХГН горячекатанного отожженного , ГОСТ 1414-75/HB 10 -1 = 187 МПа;Твердость АС14ХГН после высокого отпуска , ГОСТ 1414-75/HB 10 -1 = 201 МПа"
"АС19ХГН","Твердость АС19ХГН горячекатанного отожженного , ГОСТ 1414-75/HB 10 -1 = 201 МПа;Твердость АС19ХГН калиброванного нагартованного , ГОСТ 1414-75/HB 10 -1 = 269 МПа;Твердость АС19ХГН после высокого отпуска , ГОСТ 1414-75/HB 10 -1 = 223 МПа"
"АС20ХГНМ","Твердость АС20ХГНМ горячекатанного отожженного , ГОСТ 1414-75/HB 10 -1 = 201 МПа;Твердость АС20ХГНМ калиброванного нагартованного , ГОСТ 1414-75/HB 10 -1 = 269 МПа;Твердость АС20ХГНМ после высокого отпуска , ГОСТ 1414-75/HB 10 -1 = 223 МПа"
"АС30ХМ","Твердость АС30ХМ горячекатанного отожженного , ГОСТ 1414-75/HB 10 -1 = 223 МПа;Твердость АС30ХМ после высокого отпуска , ГОСТ 1414-75/HB 10 -1 = 241 МПа;Твердость АС30ХМ калиброванного нагартованного , ГОСТ 1414-75/HB 10 -1 = 269 МПа"
"АС35Г2","Твердость АС35Г2 горячекатанного отожженного , ГОСТ 1414-75/HB 10 -1 = 229 МПа;Твердость АС35Г2 , Прокат калиброван. ГОСТ 1414-75/HB 10 -1 = 277 МПа"
"АС38ХГМ","Твердость АС38ХГМ горячекатанного отожженного , ГОСТ 1414-75/HB 10 -1 = 241 МПа;Твердость АС38ХГМ калиброванного нагартованного , ГОСТ 1414-75/HB 10 -1 = 269 МПа;Твердость АС38ХГМ после высокого отпуска , ГОСТ 1414-75/HB 10 -1 = 255 МПа"
"АС40","Твердость АС40 калиброванного нагартованного , ГОСТ 1414-75/HB 10 -1 = 241 МПа;Твердость АС40 горячекатанного , ГОСТ 1414-75/HB 10 -1 = 187 - 217 МПа"
"АС40Х","Твердость АС40Х горячекатанного отожженного , ГОСТ 1414-75/HB 10 -1 = 217 МПа;Твердость АС40Х калиброванного нагартованного , ГОСТ 1414-75/HB 10 -1 = 269 МПа;Твердость АС40Х после высокого отпуска , ГОСТ 1414-75/HB 10 -1 = 235 МПа"
"АС40ХГНМ","Твердость АС40ХГНМ горячекатанного отожженного , ГОСТ 1414-75/HB 10 -1 = 241 МПа;Твердость АС40ХГНМ калиброванного нагартованного , ГОСТ 1414-75/HB 10 -1 = 269 МПа;Твердость АС40ХГНМ после высокого отпуска , ГОСТ 1414-75/HB 10 -1 = 255 МПа"
"АС45Г2","Твердость АС45Г2 нормализованного , ГОСТ 1414-75/HB 10 -1 = 229 МПа;Твердость АС45Г2 после нормализации и отпуска , Прокат калиброван. ГОСТ 1414-75/HB 10 -1 = 255 МПа"
"АСЦ30ХМ",""
"АЦ20ХГНМ",""
"ВСт2кп",""
"ВСт2пс",""
"ВСт2сп",""
"ВСт3Гпс",""
"ВСт3кп",""
"ВСт3пс",""
"ВСт3сп",""
"ВСт4кп",""
"ВСт4пс",""
"ВСт5пс",""
"ВСт5сп",""
"ВСт6пс",""
"ВСт6сп",""
"Г13А",""
"Д",""
"ДБ",""
"Дбал",""
"ДМ",""
"ДН",""
"Дс",""
"Дтр",""
"КТ-2",""
"Н12К12М10ТЮ",""
"Н12К12М7В7",""
"Н12К15М10",""
"Н12К16М12",""
"Н12К8М3Г2",""
"Н12К8М4Г2",""
"Н13К15М10",""
"Н13К16М10",""
"Н15К9М5ТЮ",""
"Н16К11М3Т2",""
"Н16К15В9М2",""
"Н16К4М5Т2Ю",""
"Н17К10М2В10Т",""
"Н17К11М4Т2Ю",""
"Н17К12М5Т",""
"Н18К12М3Т2",""
"Н18К12М4Т2",""
"Н18К14М5Т",""
"Н18К3М4Т",""
"Н18К4М7ТС",""
"Н18К7М5Т",""
"Н18К8М3Т",""
"Н18К8М5Т",""
"Н18К9М5Т",""
"Н18Ф6М3",""
"Н18Ф6М6",""
"Н8К18М14",""
"ОсВ",""
"Ст1","Твердость Ст1 нормализованного ,/HB 10 -1 = 110 МПа"
"Ст1кп","Твердость Ст1кп ,/HB 10 -1 = 110 МПа"
"Ст1пс",""
"Ст1сп",""
"Ст2кп","Твердость Ст2кп ,/HB 10 -1 = 116 МПа"
"Ст2пс","Твердость Ст2пс ,/HB 10 -1 = 116 МПа"
"Ст2сп","Твердость Ст2сп ,/HB 10 -1 = 116 МПа"
"Ст3Гпс",""
"Ст3Гсп",""
"Ст3кп","Твердость Ст3кп ,/HB 10 -1 = 131 МПа"
"Ст3пс","Твердость Ст3пс ,/HB 10 -1 = 131 МПа"
"Ст3сп","Твердость Ст3сп ,/HB 10 -1 = 131 МПа"
"Ст4кп","Твердость Ст4кп ,/HB 10 -1 = 143 МПа"
"Ст4пс","Твердость Ст4пс ,/HB 10 -1 = 143 МПа"
"Ст4сп","Твердость Ст4сп ,/HB 10 -1 = 143 МПа"
"Ст5Гпс","Твердость Ст5Гпс ,/HB 10 -1 = 170 МПа"
"Ст5пс","Твердость Ст5пс ,/HB 10 -1 = 170 МПа"
"Ст5сп","Твердость Ст5сп ,/HB 10 -1 = 170 МПа"
"Ст6пс","Твердость Ст6пс ,/HB 10 -1 = 197 МПа"
"Ст6сп","Твердость Ст6сп ,/HB 10 -1 = 197 МПа"
"Х14Г14Н3Т",""
"Х18Н10Т","Твердость 12Х18Н10Т , Поковки ГОСТ 25054-81/HB 10 -1 = 179 МПа"
"Х21Г7АН5",""
"Х6Ф1","Твердость Х6Ф1 , ГОСТ 15891-70/HB 10 -1 = 250 МПа"
"ШХ10",""
"ШХ15-ШД","Твердость ШХ15-ШД , ГОСТ 21022-75/HB 10 -1 = 179 - 207 МПа"
"ШХ20СГ","Твердость ШХ20СГ горячекатанного , Прокат ГОСТ 801-78/HB 10 -1 = 179 - 217 МПа"
"ШХ4",""
"ЭИ274",""
"ЭИ643-ВД",""
"ЭИ659","Твердость ЭИ659 нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 170 - 241 МПа"
"ЭИ711",""
"ЭИ712","Твердость ЭИ712 нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 156 - 217 МПа"
"ЭИ712М","Твердость ЭИ712М нормализованного , Лист толстый ГОСТ 11269-76/HB 10 -1 = 156 - 217 МПа"
"ЭП222",""
"15ХГНТА","Твердость 15ХГНТА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"15ХГН2ТА","Твердость 15ХГН2ТА после отжига , ГОСТ 4543-71/HB 10 -1 = 269 МПа"
"18ХГ","Твердость 18ХГ после отжига , ГОСТ 4543-71/HB 10 -1 = 187 МПа"
"20ХГНТР","Твердость 20ХГНТР , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком/Твердость 20ХГНТР , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком"
"20ХГР","Твердость 20ХГР после отжига , ГОСТ 4543-71/HB 10 -1 = 197 МПа"
"20ХФ","Твердость 20ХФ горячекатанного отожженного ,/HB 10 -1 = 170 МПа"
"25ХГМ","Твердость 25ХГМ , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком/Твердость 25ХГМ , Прокат ГОСТ 4543-71 - устанавливается по согласованию с заказчиком"
"25ХГТ","Твердость 25ХГТ после отжига , ГОСТ 4543-71/HB 10 -1 = 217 МПа"
"30Г2","Твердость 30Г2 после отжига , ГОСТ 4543-71/HB 10 -1 = 207 МПа"
"30Х3МФ","Твердость 30Х3МФ после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"30ХНМА","Твердость 30ХНМА после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"30ХН2МА","Твердость 30ХН2МА после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"35Г","Твердость 35Г после отжига , ГОСТ 4543-71/HB 10 -1 = 207 МПа"
"35Г2","Твердость 35Г2 после отжига , ГОСТ 4543-71/HB 10 -1 = 207 МПа"
"38Х2НМ","Твердость 38Х2НМ нормализованного ,/HB 10 -1 = 207 - 235 МПа;Твердость 38Х2НМ после закалки и отпуска ,/HB 10 -1 = 237 - 321 МПа"
"А11","Твердость А11 , Прокат калиброван. нагартован. ГОСТ 1414-75/HB 10 -1 = 207 МПа;Твердость А11 , Прокат горячекатан. ГОСТ 1414-75/HB 10 -1 = 160 МПа"
"А35","Твердость А35 , Прокат горячекатан. ГОСТ 1414-75/HB 10 -1 = 210 МПа;Твердость А35 , Прокат калиброван. нагартован. ГОСТ 1414-75/HB 10 -1 = 229 МПа"
"А40Г","Твердость А40Г , Прокат горячекатан. ГОСТ 1414-75/HB 10 -1 = 207 МПа;Твердость А40Г после отжига , Прокат калиброван. ГОСТ 1414-75/HB 10 -1 = 229 МПа"
"ШХ15-В","Твердость ШХ15-В , ГОСТ 801-78/HB 10 -1 = 179 - 207 МПа"
"ШХ15-Ш","Твердость ШХ15-Ш, ГОСТ 801-78/HB 10 -1 = 179 - 207 МПа"
"ШХ15","Твердость ШХ15 , ГОСТ 801-78/HB 10 -1 = 179 - 207 МПа"
"ШХ15СГ","Твердость ШХ15СГ горячекатанного , Прокат ГОСТ 801-78/HB 10 -1 = 179 - 217 МПа"
"Ст0",""
"10832",""
"10848",""
"10850","Твердость 10850 , Сорт горячекатан. ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"10860","Твердость 10860 , Сорт горячекатан. ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"10864","Твердость 10864 горячекатанного , Сорт ГОСТ 11036/HB 10 -1 = 131 МПа"
"10880","Твердость 10880 горячекатанного , Сорт ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"10895","Твердость 10895 горячекатанного , Сорт ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"11832",""
"11848",""
"11850","Твердость 11850 , Сорт горячекатан. ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"11860","Твердость 11860 , Сорт горячекатан. ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"11864","Твердость 11864 горячекатанного , Сорт ГОСТ 11036/HB 10 -1 = 131 МПа"
"11880","Твердость 11880 горячекатанного , Сорт ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"11895","Твердость 11895 горячекатанного , Сорт ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"1211",""
"1212",""
"1213",""
"1311",""
"1312",""
"1313",""
"1411",""
"1412",""
"1413",""
"1511",""
"1512",""
"1513",""
"1514",""
"1521",""
"1561",""
"1562",""
"1571",""
"1572",""
"2011",""
"2012",""
"2013",""
"20832",""
"20848",""
"20850","Твердость 20850 , Сорт горячекатан. ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"20860","Твердость 20860 , Сорт горячекатан. ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"20864","Твердость 20864 горячекатанного , Сорт ГОСТ 11036/HB 10 -1 = 131 МПа"
"20880","Твердость 20880 горячекатанного , Сорт ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"20895","Твердость 20895 горячекатанного , Сорт ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"2111",""
"2112",""
"21832",""
"21848",""
"21850","Твердость 21850 , Сорт горячекатан. ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"21860","Твердость 21860 , Сорт горячекатан. ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"21864","Твердость 21864 горячекатанного , Сорт ГОСТ 11036/HB 10 -1 = 131 МПа"
"21880","Твердость 21880 горячекатанного , Сорт ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"21895","Твердость 21895 горячекатанного , Сорт ГОСТ 11036-75/HB 10 -1 = 131 МПа"
"2211",""
"2212",""
"2213",""
"2214",""
"2215",""
"2216",""
"2311",""
"2312",""
"2411",""
"2412",""
"2413",""
"2414",""
"2421",""
"3311",""
"3404",""
"3405",""
"3406",""
"3407",""
"3408",""
"3409",""
"3411",""
"3412",""
"3413",""
"3414",""
"3415",""
"3416",""
"3421",""
"3422",""
"3423",""
"3424",""
"3425",""
"00Х18Н10Т",""
"03Х18Н10Т",""
"05Х18Н10Т",""
"06Х16Н15М3Б-ИД",""
"06Х16Н15М3Б",""
"08Х15Н24В4ТР",""
"08Х15Н25М3ТЮБ","Твердость 08Х15Н25М3ТЮБ ,/HB 10 -1 = 207 МПа"
"08Х16Н11М3",""
"08Х16Н13М2Б","Твердость 08Х16Н13М2Б после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 143 - 179 МПа"
"08Х16Н9М2",""
"08Х20Н14С2",""
"08Х21Н6М2Т","Твердость 08Х21Н6М2Т , Поковки ГОСТ 25054-81/HB 10 -1 = 140 - 200 МПа"
"09Х14Н16Б",""
"09Х14Н19В2БР",""
"09Х14Н19В2БР1",""
"09Х16Н15М3Б",""
"09Х16Н16МВ2БР",""
"0Х18Х10Т",""
"0Х20Н14С2",""
"0Х21Н6М2Т","Твердость 0Х21Н6М2Т , Поковки ГОСТ 25054-81/HB 10 -1 = 140 - 200 МПа"
"10ГН2МФА-ВД",""
"10ГН2МФА-Ш",""
"10ГН2МФА",""
"10Х11Н20Т2Р",""
"10Х11Н20Т3Р",""
"10Х11Н23Т3МР",""
"10Х13Г12БС2Н2Д2",""
"10Х13П2БС2Н2Д2",""
"10Х13СЮ",""
"10Х15Н25В3ТЮ","Твердость 10Х15Н25В3ТЮ ,/HB 10 -1 = 241 - 255 МПа"
"10Х15Н25М3В3ТЮК","Твердость 10Х15Н25М3В3ТЮК ,/HB 10 -1 = 228 МПа"
"10Х15Н35В3ТЮ","Твердость 10Х15Н35В3ТЮ ,/HB 10 -1 = 217 МПа"
"10Х18Н18Ю4Д",""
"10Х25Н25ТР",""
"10Х7МВФБР",""
"11Х11Н2В2МФ","Твердость 11Х11Н2В2МФ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа"
"12МХ","Твердость 12МХ после закалки и отпуска ,/HB 10 -1 = 182 МПа;Твердость 12МХ горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа;Твердость 12МХ , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 156 МПа"
"12Х12МВФБР",""
"12Х14Н14В2М",""
"12Х1МФ-ПВ",""
"12Х1МФ","Твердость 12Х1МФ нормализованного ,/HB 10 -1 = 123 - 179 МПа;Твердость 12Х1МФ горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа"
"12Х25Н16Г7АР",""
"12Х2МВ8ФБ",""
"12Х2МФБ",""
"12Х2МФСР",""
"12Х8ВФ","Твердость 12Х8ВФ горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа;Твердость 12Х8ВФ , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 170 МПа"
"12ХМ",""
"12ХМФ","Твердость 12ХМФ нормализованного ,/HB 10 -1 = 123 - 179 МПа;Твердость 12ХМФ горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа"
"13Х11Н2В2МФ","Твердость 13Х11Н2В2МФ , Пруток ГОСТ 5949-75/HB 10 -1 = 269 МПа"
"13Х14Н3В2ФР","Твердость 13Х14Н3В2ФР после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 302 МПа"
"15Х11МФ","Твердость 15Х11МФ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа;Твердость 15Х11МФ после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"15Х12ВНМФ","Твердость 15Х12ВНМФ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа;Твердость 15Х12ВНМФ после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"15Х18СЮ",""
"15Х1М1Ф",""
"15Х2М2ФБС","Твердость 15Х2М2ФБС ,/HB 10 -1 = 180 - 197 МПа"
"15Х5","Твердость 15Х5 горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа;Твердость 15Х5 , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 170 МПа"
"15Х5ВФ","Твердость 15Х5ВФ , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 170 МПа"
"15Х5М","Твердость 15Х5М горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа;Твердость 15Х5М , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 170 МПа"
"15Х6СЮ",""
"15ХМ","Твердость 15ХМ после отжига , ГОСТ 4543-71/HB 10 -1 = 179 МПа"
"15ХМФКР",""
"16ГНМ",""
"16ГНМА","Твердость 16ГНМА , Поковки/HB 10 -1 = 146 - 201 МПа"
"16Х11Н2В2МФ","Твердость 16Х11Н2В2МФ , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа"
"18Х11МНФБ","Твердость 18Х11МНФБ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 225 МПа;Твердость 18Х11МНФБ после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"18Х12ВМБФР","Твердость 18Х12ВМБФР после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа"
"18Х3МВ",""
"1Х11МФ","Твердость 1Х11МФ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа;Твердость 1Х11МФ после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"1Х12ВНМФ","Твердость 1Х12ВНМФ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа;Твердость 1Х12ВНМФ после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"1Х12Н2ВМФ","Твердость 1Х12Н2ВМФ , Пруток ГОСТ 5949-75/HB 10 -1 = 269 МПа"
"1Х12СЮ",""
"1Х14Н18В2БР",""
"1Х14Н18В2БР1",""
"1Х16Н13М2Б","Твердость 1Х16Н13М2Б после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 143 - 179 МПа"
"1Х8ВФ","Твердость 1Х8ВФ горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа;Твердость 1Х8ВФ , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 170 МПа"
"20Х12ВНМФ","Твердость 20Х12ВНМФ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа;Твердость 20Х12ВНМФ после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"20Х12Н2В2МФ",""
"20Х1М1Ф1БР","Твердость 20Х1М1Ф1БР горячекатанного , ГОСТ 20072-74/HB 10 -1 = 229 МПа"
"20Х1М1Ф1ТР","Твердость 20Х1М1Ф1ТР горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 229 МПа"
"20Х20Н14С2",""
"20Х23Н13",""
"20Х23Н18",""
"20Х3МВФ","Твердость 20Х3МВФ горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 269 МПа"
"20ХМФБ","Твердость 20ХМФБ горячекатанного , ГОСТ 20072-74/HB 10 -1 = 229 МПа"
"20ХМФБР",""
"25Х1М1Ф",""
"25Х1М1ФА","Твердость 25Х1М1ФА , Поковки/HB 10 -1 = 207 - 241 МПа"
"25Х1МФ","Твердость 25Х1МФ после закалки и отпуска ,/HB 10 -1 = 241 - 321 МПа;Твердость 25Х1МФ горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 229 МПа"
"25Х2М1Ф","Твердость 25Х2М1Ф после закалки и отпуска ,/HB 10 -1 = 235 - 277 МПа"
"2Х11МФБН","Твердость 2Х11МФБН после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 225 МПа;Твердость 2Х11МФБН после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"2Х12ВМБФР","Твердость 2Х12ВМБФР после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа"
"2Х12ВНМФ","Твердость 2Х12ВНМФ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 229 МПа;Твердость 2Х12ВНМФ после нормализации и отпуска , Пруток ГОСТ 18968-73/HB 10 -1 = 229 - 269 МПа"
"2Х12Н2ВМФ","Твердость 2Х12Н2ВМФ , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа"
"30Х13Н7С2",""
"30ХМ","Твердость 30ХМ после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа"
"30ХМА","Твердость 30ХМА после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа;Твердость 30ХМА , Пруток горячекатан. ГОСТ 10702-78/HB 10 -1 = 217 МПа"
"31Х19Н9МВБТ",""
"35ХМ","Твердость 35ХМ после отжига , ГОСТ 4543-71/HB 10 -1 = 241 МПа"
"36Х18Н25С2",""
"37Х12Н8Г8МФБ","Твердость 37Х12Н8Г8МФБ после отжига , Пруток ГОСТ 18907/HB 10 -1 = 269 МПа"
"38Х2МЮА","Твердость 38Х2МЮА после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа;Твердость 38Х2МЮА нагартованного , ГОСТ 4543-71/HB 10 -1 = 255 МПа"
"38ХМЮА","Твердость 38ХМЮА после отжига , ГОСТ 4543-71/HB 10 -1 = 229 МПа;Твердость 38ХМЮА нагартованного , ГОСТ 4543-71/HB 10 -1 = 255 МПа"
"3Х13Н7С2",""
"3Х19Н9МВБТ",""
"40Х10С2М","Твердость 40Х10С2М после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 197 - 269 МПа"
"40Х15Н7Г7Ф2МС",""
"40Х9С2",""
"45Х14Н14В2М","Твердость 45Х14Н14В2М после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 197 - 285 МПа"
"45Х14НМВ2М",""
"45Х22Н4М3",""
"4Х10С2М","Твердость 4Х10С2М после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 197 - 269 МПа"
"4Х12Н8Г8МФБ","Твердость 4Х12Н8Г8МФБ после отжига , Пруток ГОСТ 18907/HB 10 -1 = 269 МПа"
"4Х14Н14В2М",""
"4Х15Н7Г7Ф2МС",""
"4Х18Н25С2",""
"4Х22Н4М3",""
"4Х9С2",""
"55Х20Г9АН4",""
"55Х20Г9АН4Б",""
"5Х20Н4АГ9",""
"АНВ-300",""
"АНВ300",""
"В3К",""
"ВЖЛ1-ВИ","Твердость ВЖЛ1-ВИ ,/HB 10 -1 = 300 - 360 МПа"
"ВЖЛ1","Твердость ВЖЛ1 ,/HB 10 -1 = 300 - 360 МПа"
"ВЖЛ12У-ВИ",""
"ВЖЛ12У",""
"ВЖЛ12Э-ВИ",""
"ВЖЛ12Э",""
"ВЖЛ14",""
"ВЖЛ14Н-ВИ",""
"ВЖЛ14Н",""
"ВЖЛ18-ВИ",""
"ВЖЛ18",""
"ВЖЛ2-ВИ",""
"ВЖЛ2",""
"ВЖЛ8",""
"ВХ4Л-ВИ",""
"ВХ4Л",""
"ВХ9Л-ВИ",""
"ВХ9Л",""
"ВХН1",""
"ДИ59",""
"ЖС16-ВИ",""
"ЖС16",""
"ЖС3-ВИ",""
"ЖС3",""
"ЖС30-ВИ",""
"ЖС30",""
"ЖС3ДК-ВИ",""
"ЖС3ДК",""
"ЖС3ЛС",""
"ЖС6К-ВИ",""
"ЖС6К",""
"ЖС6У-ВИ",""
"ЖС6У",""
"ЖС6УД",""
"Л114",""
"ЛК4",""
"Х12Н20Т2Р",""
"Х12Н20Т3Р",""
"Х12Н22Т3МР",""
"Х12Н2ВМФ","Твердость Х12Н2ВМФ после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 285 МПа"
"Х14НВФР","Твердость Х14НВФР после отжига , Пруток ГОСТ 5949-75/HB 10 -1 = 302 МПа"
"Х15Н24В4Т",""
"Х16Н15М3Б",""
"Х18СЮ",""
"Х20Н14С2",""
"Х20Н32Т",""
"Х21Н28В5М3БАР",""
"Х23Н13",""
"Х23Н18",""
"Х25Н16Г7АР",""
"Х5","Твердость 15Х5 горячекатанного отожженного , ГОСТ 20072-74/HB 10 -1 = 217 МПа;Твердость 15Х5 , Трубы горячедеформир. ГОСТ 550-75/HB 10 -1 = 170 МПа"
